"population","pop2024","pop2023","pop2022","pop2020","pop2010","growth","region","city","usps","state","countyFips","county","densityMi","slug","areaMi","lng","lat","type","rank"
344,344,342,341,428,323,0.00585,"Northwest","Robbins","CA","California","6101","Sutter County",133,"california/robbins",2.589,-121.707,38.8669,"CDP",1278
343,343,328,314,451,142,0.04573,"Northwest","Clipper Mills","CA","California","6007","Butte County",197,"california/clipper-mills",1.739,-121.167,39.5324,"CDP",1279
342,342,335,328,124,241,0.0209,"Northwest","Hyampom","CA","California","6105","Trinity County",17,"california/hyampom",20.273,-123.469,40.6262,"CDP",1280
341,341,346,350,721,403,-0.01445,"Northwest","Wallace","CA","California","6009","Calaveras County",74,"california/wallace",4.585,-120.964,38.1998,"CDP",1281
335,335,348,360,307,509,-0.03736,"Northwest","Caspar","CA","California","6045","Mendocino County",112,"california/caspar",2.992,-123.804,39.3631,"CDP",1282
331,331,326,322,329,270,0.01534,"Northwest","Lake Almanor West","CA","California","6063","Plumas County",145,"california/lake-almanor-west",2.286,-121.202,40.2336,"CDP",1283
330,330,318,307,293,169,0.03774,"Northwest","Clear Creek","CA","California","6035","Lassen County",291,"california/clear-creek",1.133,-121.055,40.3071,"CDP",1284
329,329,356,383,601,705,-0.07584,"Northwest","Delleker","CA","California","6063","Plumas County",119,"california/delleker",2.766,-120.49,39.8133,"CDP",1285
329,329,328,327,325,335,0.00305,"Southwest","Sand City","CA","California","6053","Monterey County",601,"california/sand-city",0.547,-121.848,36.6218,"City",1286
328,328,327,326,295,315,0.00306,"Northwest","Canby","CA","California","6049","Modoc County",143,"california/canby",2.3,-120.888,41.4523,"CDP",1287
328,328,349,371,583,632,-0.06017,"Northwest","Stinson Beach","CA","California","6041","Marin County",368,"california/stinson-beach",0.892,-122.65,37.9025,"CDP",1288
324,324,347,369,307,638,-0.06628,"Southeast","Oak Glen","CA","California","6065","Riverside County",22,"california/oak-glen",14.996,-116.962,34.041,"CDP",1289
321,321,318,314,289,271,0.00943,"Northwest","Hood","CA","California","6067","Sacramento County",1019,"california/hood",0.315,-121.515,38.3693,"CDP",1290
321,321,325,330,336,369,-0.01231,"Northwest","Trinidad","CA","California","6023","Humboldt County",658,"california/trinidad",0.488,-124.143,41.0577,"City",1291
319,319,330,341,388,475,-0.03333,"Central","Nipinnawasee","CA","California","6039","Madera County",103,"california/nipinnawasee",3.085,-119.729,37.4031,"CDP",1292
317,317,341,366,608,661,-0.07038,"Northwest","Gasquet","CA","California","6015","Del Norte County",67,"california/gasquet",4.756,-123.976,41.8361,"CDP",1293
317,317,295,272,416,0,0.07458,"Northwest","Whitmore","CA","California","6089","Shasta County",49,"california/whitmore",6.529,-121.936,40.6125,"CDP",1294
316,316,354,392,497,847,-0.10734,"Northwest","Cohasset","CA","California","6007","Butte County",13,"california/cohasset",25.046,-121.745,39.9022,"CDP",1295
316,316,317,318,256,333,-0.00315,"Northwest","Yankee Hill","CA","California","6007","Butte County",52,"california/yankee-hill",6.027,-121.515,39.7007,"CDP",1296
315,315,307,298,267,195,0.02606,"Northwest","Manchester","CA","California","6045","Mendocino County",120,"california/manchester",2.618,-123.691,38.9744,"CDP",1297
314,314,314,314,236,316,0,"South","Tonyville","CA","California","6107","Tulare County",6280,"california/tonyville",0.05,-119.09,36.2474,"CDP",1298
313,313,316,319,382,356,-0.00949,"Northwest","Lake Almanor Peninsula","CA","California","6035","Lassen County",103,"california/lake-almanor-peninsula",3.036,-121.134,40.2812,"CDP",1299
306,306,314,322,341,420,-0.02548,"Northwest","Mad River","CA","California","6105","Trinity County",9,"california/mad-river",35.186,-123.492,40.4325,"CDP",1300
306,306,304,302,337,281,0.00658,"South","Mexican Colony","CA","California","6029","Kern County",9563,"california/mexican-colony",0.032,-119.269,35.4689,"CDP",1301
306,306,344,383,210,848,-0.11047,"Northwest","Point Reyes Station","CA","California","6041","Marin County",85,"california/point-reyes-station",3.616,-122.809,38.0846,"CDP",1302
304,304,308,313,172,370,-0.01299,"Northwest","Honcut","CA","California","6007","Butte County",72,"california/honcut",4.236,-121.539,39.3326,"CDP",1303
301,301,280,258,169,0,0.075,"South","Pumpkin Center","CA","California","6029","Kern County",645,"california/pumpkin-center",0.467,-119.032,35.2653,"CDP",1304
300,300,304,308,346,357,-0.01316,"Northwest","Orick","CA","California","6023","Humboldt County",63,"california/orick",4.746,-124.07,41.2902,"CDP",1305
300,300,324,349,418,643,-0.07407,"West","Pescadero","CA","California","6081","San Mateo County",75,"california/pescadero",4.026,-122.379,37.2449,"CDP",1306
300,300,296,292,133,246,0.01351,"West","Volta","CA","California","6047","Merced County",69,"california/volta",4.37,-120.914,37.0824,"CDP",1307
298,298,276,255,230,0,0.07971,"Northwest","Castella","CA","California","6089","Shasta County",266,"california/castella",1.119,-122.287,41.1772,"CDP",1308
298,298,302,305,331,347,-0.01325,"Northwest","Manton","CA","California","6103","Tehama County",17,"california/manton",17.696,-121.85,40.4267,"CDP",1309
296,296,275,254,251,0,0.07636,"Southeast","Mountain Meadows","CA","California","6029","Kern County",72,"california/mountain-meadows",4.112,-118.433,35.0936,"CDP",1310
294,294,273,252,302,0,0.07692,"Southeast","Del Dios","CA","California","6073","San Diego County",717,"california/del-dios",0.41,-117.119,33.0757,"CDP",1311
288,288,283,278,187,217,0.01767,"Northwest","Coffee Creek","CA","California","6105","Trinity County",25,"california/coffee-creek",11.519,-122.717,41.0797,"CDP",1312
285,285,301,317,541,509,-0.05316,"Central","Friant","CA","California","6019","Fresno County",228,"california/friant",1.251,-119.708,36.984,"CDP",1313
284,284,331,378,610,945,-0.14199,"South","Plainview","CA","California","6107","Tulare County",1246,"california/plainview",0.228,-119.135,36.143,"CDP",1314
283,283,301,318,291,527,-0.0598,"Central","Bass Lake","CA","California","6039","Madera County",150,"california/bass-lake",1.882,-119.565,37.3273,"CDP",1315
283,283,292,302,366,418,-0.03082,"Northwest","Clarksburg","CA","California","6113","Yolo County",139,"california/clarksburg",2.029,-121.542,38.4193,"CDP",1316
281,281,294,307,550,462,-0.04422,"Southwest","San Simeon","CA","California","6079","San Luis Obispo County",353,"california/san-simeon",0.797,-121.137,35.6182,"CDP",1317
281,281,299,316,413,524,-0.0602,"South","Smith Corner","CA","California","6029","Kern County",1277,"california/smith-corner",0.22,-119.277,35.4788,"CDP",1318
280,280,260,240,118,0,0.07692,"Southeast","El Adobe","CA","California","6029","Kern County",279,"california/el-adobe",1.002,-118.959,35.2451,"CDP",1319
276,276,273,270,212,237,0.01099,"Northwest","Vina","CA","California","6103","Tehama County",204,"california/vina",1.352,-122.052,39.9342,"CDP",1320
272,272,278,283,441,346,-0.02158,"Northwest","French Gulch","CA","California","6089","Shasta County",22,"california/french-gulch",12.332,-122.629,40.7188,"CDP",1321
264,264,257,249,156,158,0.02724,"Northwest","Kirkwood","CA","California","6003","Alpine County",61,"california/kirkwood",4.359,-120.055,38.6893,"CDP",1322
261,261,243,224,241,0,0.07407,"Southeast","Homewood Canyon","CA","California","6027","Inyo County",25,"california/homewood-canyon",10.25,-117.386,35.89,"CDP",1323
261,261,256,251,242,190,0.01953,"Northwest","Port Costa","CA","California","6013","Contra Costa County",1652,"california/port-costa",0.158,-122.185,38.0445,"CDP",1324
254,254,258,263,472,318,-0.0155,"West","Cowan","CA","California","6099","Stanislaus County",1801,"california/cowan",0.141,-120.989,37.5601,"CDP",1325
254,254,257,259,265,330,-0.01167,"Southeast","Industry","CA","California","6037","Los Angeles County",22,"california/industry",11.773,-117.94,34.0262,"City",1326
254,254,250,246,211,200,0.016,"North","Mesa Vista","CA","California","6003","Alpine County",52,"california/mesa-vista",4.876,-119.803,38.8103,"CDP",1327
253,253,267,281,196,450,-0.05243,"Northwest","Yolo","CA","California","6113","Yolo County",184,"california/yolo",1.373,-121.809,38.7405,"CDP",1328
251,251,279,306,438,634,-0.10036,"Central","Shaver Lake","CA","California","6019","Fresno County",8,"california/shaver-lake",32.287,-119.326,37.0992,"CDP",1329
249,249,248,248,157,244,0.00403,"Northwest","Richvale","CA","California","6007","Butte County",269,"california/richvale",0.927,-121.751,39.4937,"CDP",1330
249,249,248,246,209,228,0.00403,"Northwest","Valley Home","CA","California","6077","San Joaquin County",217,"california/valley-home",1.15,-120.914,37.8272,"CDP",1331
248,248,275,302,413,629,-0.09818,"North","June Lake","CA","California","6051","Mono County",24,"california/june-lake",10.307,-119.115,37.7618,"CDP",1332
248,248,279,309,472,672,-0.11111,"Northwest","Peters","CA","California","6009","Calaveras County",98,"california/peters",2.526,-121.044,37.9762,"CDP",1333
248,248,258,267,377,380,-0.03876,"South","Raisin City","CA","California","6019","Fresno County",326,"california/raisin-city",0.76,-119.909,36.6033,"CDP",1334
247,247,241,235,107,164,0.0249,"Northwest","Timber Cove","CA","California","6097","Sonoma County",44,"california/timber-cove",5.652,-123.259,38.5411,"CDP",1335
247,247,249,250,265,267,-0.00803,"Northwest","Trinity Center","CA","California","6105","Trinity County",47,"california/trinity-center",5.231,-122.708,40.9841,"CDP",1336
244,244,248,251,95,290,-0.01613,"West","Bear Creek","CA","California","6047","Merced County",4281,"california/bear-creek",0.057,-120.418,37.2966,"CDP",1337
242,242,224,207,160,0,0.08036,"South","Hypericum","CA","California","6107","Tulare County",7806,"california/hypericum",0.031,-119.217,36.2562,"CDP",1338
242,242,238,233,129,178,0.01681,"Northwest","Spaulding","CA","California","6035","Lassen County",73,"california/spaulding",3.329,-120.786,40.6557,"CDP",1339
241,241,248,255,261,341,-0.02823,"Northwest","Acampo","CA","California","6077","San Joaquin County",257,"california/acampo",0.938,-121.28,38.1735,"CDP",1340
241,241,232,223,176,117,0.03879,"Northwest","Little River","CA","California","6045","Mendocino County",144,"california/little-river",1.672,-123.782,39.2703,"CDP",1341
240,240,244,248,236,295,-0.01639,"Northwest","Artois","CA","California","6021","Glenn County",83,"california/artois",2.88,-122.19,39.6332,"CDP",1342
239,239,222,205,100,0,0.07658,"Northwest","Cherokee","CA","California","6007","Butte County",136,"california/cherokee",1.751,-121.534,39.6509,"CDP",1343
238,238,229,220,142,114,0.0393,"North","Alpine Village","CA","California","6003","Alpine County",58,"california/alpine-village",4.081,-119.808,38.7793,"CDP",1344
237,237,258,279,390,529,-0.0814,"Northwest","Coloma","CA","California","6017","El Dorado County",71,"california/coloma",3.355,-120.895,38.8026,"CDP",1345
236,236,219,202,56,0,0.07763,"East","Aspen Springs","CA","California","6051","Mono County",66,"california/aspen-springs",3.586,-118.7,37.5488,"CDP",1346
236,236,231,226,287,166,0.02165,"South","Bowles","CA","California","6019","Fresno County",619,"california/bowles",0.381,-119.753,36.6089,"CDP",1347
236,236,298,360,411,1104,-0.20805,"Southeast","Desert Shores","CA","California","6025","Imperial County",338,"california/desert-shores",0.698,-116.039,33.4038,"CDP",1348
235,235,230,224,179,158,0.02174,"Northwest","Camptonville","CA","California","6115","Yuba County",274,"california/camptonville",0.858,-121.049,39.4521,"CDP",1349
233,233,238,242,215,295,-0.02101,"Southeast","Bombay Beach","CA","California","6025","Imperial County",351,"california/bombay-beach",0.664,-115.727,33.3556,"CDP",1350
233,233,285,337,431,960,-0.18246,"Central","Bootjack","CA","California","6043","Mariposa County",61,"california/bootjack",3.832,-119.884,37.474,"CDP",1351
232,232,230,228,266,207,0.0087,"Northwest","Cassel","CA","California","6089","Shasta County",115,"california/cassel",2.026,-121.548,40.925,"CDP",1352
232,232,227,223,135,172,0.02203,"North","Mono City","CA","California","6051","Mono County",30,"california/mono-city",7.837,-119.147,38.0321,"CDP",1353
232,232,229,227,166,200,0.0131,"Northwest","Sierraville","CA","California","6091","Sierra County",46,"california/sierraville",5.02,-120.362,39.5822,"CDP",1354
231,231,226,222,289,168,0.02212,"Northwest","Albion","CA","California","6045","Mendocino County",127,"california/albion",1.815,-123.758,39.2253,"CDP",1355
231,231,251,272,367,520,-0.07968,"Northwest","California Pines","CA","California","6049","Modoc County",31,"california/california-pines",7.427,-120.665,41.4138,"CDP",1356
225,225,224,222,193,204,0.00446,"Northwest","Rackerby","CA","California","6115","Yuba County",76,"california/rackerby",2.954,-121.354,39.4261,"CDP",1357
223,223,207,191,213,0,0.07729,"Southwest","Westside","CA","California","6019","Fresno County",101,"california/westside",2.217,-120.134,36.4042,"CDP",1358
222,222,218,214,118,163,0.01835,"Northwest","Montgomery Creek","CA","California","6089","Shasta County",67,"california/montgomery-creek",3.296,-121.921,40.8428,"CDP",1359
221,221,221,221,84,221,0,"Northwest","Sierra City","CA","California","6091","Sierra County",103,"california/sierra-city",2.151,-120.628,39.5727,"CDP",1360
220,220,216,212,72,161,0.01852,"Northwest","Mabie","CA","California","6063","Plumas County",60,"california/mabie",3.641,-120.545,39.7771,"CDP",1361
219,219,224,228,185,281,-0.02232,"Northwest","Burnt Ranch","CA","California","6105","Trinity County",16,"california/burnt-ranch",13.38,-123.508,40.8113,"CDP",1362
218,218,213,209,139,156,0.02347,"Northwest","East Shore","CA","California","6035","Lassen County",184,"california/east-shore",1.183,-121.077,40.2453,"CDP",1363
218,218,213,208,126,146,0.02347,"Northwest","Myers Flat","CA","California","6023","Humboldt County",505,"california/myers-flat",0.432,-123.876,40.2655,"CDP",1364
217,217,220,223,211,258,-0.01364,"Northwest","Samoa","CA","California","6023","Humboldt County",259,"california/samoa",0.837,-124.189,40.8146,"CDP",1365
211,211,223,235,351,379,-0.05381,"Southwest","Lockwood","CA","California","6053","Monterey County",19,"california/lockwood",10.872,-121.078,35.9401,"CDP",1366
210,210,206,202,113,152,0.01942,"South","Monmouth","CA","California","6019","Fresno County",682,"california/monmouth",0.308,-119.74,36.5656,"CDP",1367
208,208,222,236,73,406,-0.06306,"South","Lindcove","CA","California","6107","Tulare County",1825,"california/lindcove",0.114,-119.065,36.358,"CDP",1368
208,208,214,219,113,282,-0.02804,"Northwest","Martell","CA","California","6005","Amador County",95,"california/martell",2.187,-120.807,38.3673,"CDP",1369
207,207,219,230,295,367,-0.05479,"Northwest","Grenada","CA","California","6093","Siskiyou County",400,"california/grenada",0.517,-122.527,41.6401,"CDP",1370
206,206,225,244,324,469,-0.08444,"South","Grangeville","CA","California","6031","Kings County",322,"california/grangeville",0.64,-119.707,36.3439,"CDP",1371
205,205,204,204,200,187,0.0049,"Northwest","Amador City","CA","California","6005","Amador County",661,"california/amador-city",0.31,-120.823,38.419,"City",1372
205,205,209,211,220,116,-0.01914,"Southeast","Vernon","CA","California","6037","Los Angeles County",41,"california/vernon",4.974,-118.211,34.0011,"City",1373
202,202,201,201,184,197,0.00498,"Northwest","Lodoga","CA","California","6011","Colusa County",60,"california/lodoga",3.387,-122.506,39.3043,"CDP",1374
193,193,190,187,212,150,0.01579,"Southeast","Tecopa","CA","California","6027","Inyo County",10,"california/tecopa",18.589,-116.205,35.8206,"CDP",1375
189,189,190,191,285,204,-0.00526,"Southeast","Desert Center","CA","California","6065","Riverside County",6,"california/desert-center",30.425,-115.367,33.7378,"CDP",1376
189,189,176,162,369,0,0.07386,"North","Topaz","CA","California","6051","Mono County",16,"california/topaz",12.177,-119.502,38.6381,"CDP",1377
188,188,182,176,195,102,0.03297,"Northwest","Big Bend","CA","California","6089","Shasta County",33,"california/big-bend",5.735,-121.93,41.0116,"CDP",1378
188,188,200,212,346,355,-0.06,"West","Crows Landing","CA","California","6099","Stanislaus County",114,"california/crows-landing",1.654,-121.075,37.3944,"CDP",1379
188,188,186,183,168,153,0.01075,"East","Paradise","CA","California","6007","Butte County",43,"california/paradise",4.352,-118.602,37.4829,"CDP",1380
186,186,189,192,196,226,-0.01587,"Northwest","Trowbridge","CA","California","6101","Sutter County",27,"california/trowbridge",6.78,-121.515,38.9264,"CDP",1381
185,185,185,185,145,184,0,"Northwest","Daphnedale Park","CA","California","6049","Modoc County",224,"california/daphnedale-park",0.827,-120.548,41.5069,"CDP",1382
184,184,189,194,113,254,-0.02646,"Northwest","Guinda","CA","California","6113","Yolo County",63,"california/guinda",2.926,-122.198,38.8274,"CDP",1383
184,184,182,181,153,166,0.01099,"Southeast","Pine Flat","CA","California","6107","Tulare County",184,"california/pine-flat",0.999,-118.644,35.8754,"CDP",1384
183,183,189,195,36,267,-0.03175,"Northwest","Proberta","CA","California","6103","Tehama County",128,"california/proberta",1.431,-122.178,40.0762,"CDP",1385
175,175,194,213,132,442,-0.09794,"Northwest","Vallecito","CA","California","6009","Calaveras County",52,"california/vallecito",3.355,-120.468,38.0832,"CDP",1386
174,174,176,178,160,204,-0.01136,"Northwest","Tomales","CA","California","6041","Marin County",524,"california/tomales",0.332,-122.905,38.247,"CDP",1387
172,172,185,197,243,345,-0.07027,"Northwest","Bloomfield","CA","California","6041","Marin County",21,"california/bloomfield",8.138,-122.834,38.3221,"CDP",1388
170,170,176,181,97,246,-0.03409,"Southwest","Three Rocks","CA","California","6019","Fresno County",227,"california/three-rocks",0.75,-120.394,36.5051,"CDP",1389
169,169,157,145,184,0,0.07643,"Northwest","Clio","CA","California","6063","Plumas County",289,"california/clio",0.585,-120.567,39.7542,"CDP",1390
169,169,174,178,115,231,-0.02874,"West","Snelling","CA","California","6047","Merced County",313,"california/snelling",0.54,-120.436,37.5244,"CDP",1391
168,168,169,169,174,173,-0.00592,"Northwest","Fort Bidwell","CA","California","6049","Modoc County",52,"california/fort-bidwell",3.204,-120.159,41.8633,"CDP",1392
168,168,169,171,181,192,-0.00592,"Southeast","Olancha","CA","California","6027","Inyo County",21,"california/olancha",7.843,-118.001,36.2698,"CDP",1393
168,168,156,144,102,0,0.07692,"Northwest","Stones Landing","CA","California","6035","Lassen County",79,"california/stones-landing",2.121,-120.735,40.6915,"CDP",1394
167,167,155,143,143,0,0.07742,"West","La Grange","CA","California","6099","Stanislaus County",1796,"california/la-grange",0.093,-120.463,37.6635,"CDP",1395
166,166,167,167,142,172,-0.00599,"Southeast","Bluewater","CA","California","6071","San Bernardino County",159,"california/bluewater",1.047,-114.265,34.1754,"CDP",1396
166,166,205,244,472,710,-0.19024,"Northwest","Concow","CA","California","6007","Butte County",6,"california/concow",27.406,-121.513,39.7703,"CDP",1397
164,164,168,173,289,227,-0.02381,"South","Cherokee Strip","CA","California","6029","Kern County",1802,"california/cherokee-strip",0.091,-119.262,35.4696,"CDP",1398
164,164,169,174,202,236,-0.02959,"Northwest","Greenhorn","CA","California","6063","Plumas County",24,"california/greenhorn",6.711,-120.759,39.903,"CDP",1399
164,164,162,160,155,138,0.01235,"South","Hardwick","CA","California","6031","Kings County",1180,"california/hardwick",0.139,-119.721,36.4026,"CDP",1400
162,162,174,185,206,323,-0.06897,"West","Dos Palos Y","CA","California","6019","Fresno County",104,"california/dos-palos-y",1.565,-120.639,37.0468,"CDP",1401
155,155,159,163,187,210,-0.02516,"North","Markleeville","CA","California","6003","Alpine County",24,"california/markleeville",6.531,-119.823,38.684,"CDP",1402
153,153,158,163,172,225,-0.03165,"Northwest","East Nicolaus","CA","California","6101","Sutter County",33,"california/east-nicolaus",4.582,-121.544,38.91,"CDP",1403
153,153,142,131,107,0,0.07746,"Northwest","Rumsey","CA","California","6113","Yolo County",63,"california/rumsey",2.447,-122.244,38.8933,"CDP",1404
152,152,141,130,88,0,0.07801,"Southeast","Furnace Creek","CA","California","6027","Inyo County",5,"california/furnace-creek",31.462,-116.875,36.4277,"CDP",1405
150,150,153,155,169,183,-0.01961,"Southwest","Sisquoc","CA","California","6079","San Luis Obispo County",67,"california/sisquoc",2.23,-120.294,34.8618,"CDP",1406
148,148,149,150,134,161,-0.00671,"South","Tupman","CA","California","6029","Kern County",280,"california/tupman",0.528,-119.358,35.2987,"CDP",1407
147,147,166,186,299,422,-0.11446,"Southeast","Salton Sea Beach","CA","California","6025","Imperial County",477,"california/salton-sea-beach",0.308,-116.011,33.3759,"CDP",1408
146,146,152,158,215,233,-0.03947,"Central","Fort Washington","CA","California","6019","Fresno County",1177,"california/fort-washington",0.124,-119.761,36.8793,"CDP",1409
145,145,144,143,26,133,0.00694,"Northwest","Macdoel","CA","California","6093","Siskiyou County",868,"california/macdoel",0.167,-122.006,41.8262,"CDP",1410
144,144,133,123,111,0,0.08271,"Northwest","Gazelle","CA","California","6093","Siskiyou County",214,"california/gazelle",0.672,-122.522,41.5119,"CDP",1411
144,144,147,151,213,195,-0.02041,"Northwest","Ruth","CA","California","6023","Humboldt County",4,"california/ruth",38.865,-123.348,40.2938,"CDP",1412
139,139,138,138,293,133,0.00725,"West","Monterey Park Tract","CA","California","6099","Stanislaus County",2957,"california/monterey-park-tract",0.047,-121.011,37.5268,"CDP",1413
138,138,128,118,0,0,0.07813,"South","El Monte Mobile Village","CA","California","6019","Fresno County",19714,"california/el-monte-mobile-village",0.007,-119.425,36.5471,"CDP",1414
136,136,139,143,210,188,-0.02158,"South","Monson","CA","California","6019","Fresno County",673,"california/monson",0.202,-119.336,36.4924,"CDP",1415
135,135,141,146,69,211,-0.04255,"Northwest","Moskowite Corner","CA","California","6055","Napa County",48,"california/moskowite-corner",2.834,-122.192,38.4439,"CDP",1416
133,133,137,141,234,188,-0.0292,"Northwest","Elmira","CA","California","6095","Solano County",250,"california/elmira",0.531,-121.908,38.3523,"CDP",1417
132,132,122,113,61,0,0.08197,"Northwest","Mount Hebron","CA","California","6093","Siskiyou County",176,"california/mount-hebron",0.75,-122.008,41.7856,"CDP",1418
129,129,144,159,325,337,-0.10417,"Southwest","Oak Shores","CA","California","6053","Monterey County",25,"california/oak-shores",5.088,-120.983,35.7608,"CDP",1419
126,126,136,146,44,266,-0.07353,"Southeast","Ocotillo","CA","California","6025","Imperial County",14,"california/ocotillo",8.865,-116.002,32.7431,"CDP",1420
125,125,139,153,152,321,-0.10072,"Northwest","Benbow","CA","California","6023","Humboldt County",26,"california/benbow",4.881,-123.765,40.0603,"CDP",1421
124,124,138,151,145,312,-0.10145,"Northwest","Bieber","CA","California","6035","Lassen County",36,"california/bieber",3.453,-121.117,41.1385,"CDP",1422
124,124,129,134,183,195,-0.03876,"Northwest","Litchfield","CA","California","6035","Lassen County",31,"california/litchfield",3.982,-120.381,40.3877,"CDP",1423
124,124,115,106,76,0,0.07826,"South","Old River","CA","California","6029","Kern County",126,"california/old-river",0.985,-119.106,35.2671,"CDP",1424
123,123,125,128,142,159,-0.016,"Northwest","Comptche","CA","California","6045","Mendocino County",107,"california/comptche",1.154,-123.59,39.2651,"CDP",1425
122,122,114,105,91,0,0.07018,"Northwest","Lake Davis","CA","California","6063","Plumas County",22,"california/lake-davis",5.437,-120.458,39.8524,"CDP",1426
121,121,113,104,92,0,0.0708,"Northwest","Big Lagoon","CA","California","6023","Humboldt County",199,"california/big-lagoon",0.607,-124.13,41.1594,"CDP",1427
121,121,113,104,102,0,0.0708,"Southeast","Mount Laguna","CA","California","6073","San Diego County",71,"california/mount-laguna",1.697,-116.425,32.8711,"CDP",1428
120,120,121,122,115,136,-0.00826,"Southeast","Mettler","CA","California","6029","Kern County",515,"california/mettler",0.233,-118.973,35.0636,"CDP",1429
119,119,158,198,373,673,-0.24684,"Southwest","Spreckels","CA","California","6053","Monterey County",975,"california/spreckels",0.122,-121.646,36.6247,"CDP",1430
118,118,123,128,217,187,-0.04065,"Northwest","Las Flores","CA","California","6103","Tehama County",330,"california/las-flores-tehama-county",0.358,-122.157,40.0721,"CDP",1431
118,118,133,147,368,320,-0.11278,"Northwest","Nord","CA","California","6007","Butte County",56,"california/nord",2.106,-121.955,39.7738,"CDP",1432
118,118,109,101,82,0,0.08257,"Northwest","Post Mountain","CA","California","6105","Trinity County",10,"california/post-mountain",12.412,-123.232,40.416,"CDP",1433
116,116,135,155,314,392,-0.14074,"Central","Centerville","CA","California","6019","Fresno County",14,"california/centerville-fresno-county",8.113,-119.496,36.7361,"CDP",1434
115,115,128,142,341,306,-0.10156,"Northwest","Richfield","CA","California","6103","Tehama County",210,"california/richfield",0.547,-122.173,39.9738,"CDP",1435
114,114,128,141,266,301,-0.10938,"Northwest","Hiouchi","CA","California","6015","Del Norte County",197,"california/hiouchi",0.58,-124.066,41.7937,"CDP",1436
114,114,118,122,166,169,-0.0339,"Central","Wawona","CA","California","6043","Mariposa County",106,"california/wawona",1.076,-119.639,37.5447,"CDP",1437
113,113,105,97,75,0,0.07619,"Northwest","Gold Mountain","CA","California","6063","Plumas County",19,"california/gold-mountain",6.088,-120.519,39.7613,"CDP",1438
112,112,112,112,282,113,0,"West","Loma Mar","CA","California","6081","San Mateo County",65,"california/loma-mar",1.733,-122.301,37.2658,"CDP",1439
112,112,104,96,67,0,0.07692,"Southeast","Woody","CA","California","6029","Kern County",28,"california/woody",4.036,-118.814,35.7081,"CDP",1440
111,111,103,95,148,0,0.07767,"Northwest","Igo","CA","California","6089","Shasta County",109,"california/igo",1.016,-122.55,40.4977,"CDP",1441
111,111,118,125,124,211,-0.05932,"Northwest","Nicolaus","CA","California","6101","Sutter County",36,"california/nicolaus",3.117,-121.573,38.8982,"CDP",1442
108,108,101,93,143,0,0.06931,"Southeast","Kennedy Meadows","CA","California","6027","Inyo County",19,"california/kennedy-meadows",5.823,-118.11,36.0076,"CDP",1443
107,107,111,115,100,164,-0.03604,"Northwest","Rutherford","CA","California","6055","Napa County",64,"california/rutherford",1.68,-122.429,38.4589,"CDP",1444
106,106,144,182,301,641,-0.26389,"Southwest","Los Berros","CA","California","6079","San Luis Obispo County",42,"california/los-berros",2.513,-120.545,35.0809,"CDP",1445
106,106,111,117,137,185,-0.04505,"Northwest","Washington","CA","California","6057","Nevada County",56,"california/washington",1.901,-120.79,39.3592,"CDP",1446
104,104,96,89,39,0,0.08333,"Southeast","Sequoia Crest","CA","California","6107","Tulare County",102,"california/sequoia-crest",1.022,-118.626,36.1859,"CDP",1447
102,102,117,132,196,313,-0.12821,"West","Stevinson","CA","California","6047","Merced County",90,"california/stevinson",1.13,-120.85,37.3247,"CDP",1448
102,102,94,87,117,0,0.08511,"North","Twin Lakes","CA","California","6051","Mono County",24,"california/twin-lakes-mono-county",4.169,-119.341,38.1629,"CDP",1449
100,100,93,86,90,0,0.07527,"Southeast","Darwin","CA","California","6027","Inyo County",74,"california/darwin",1.345,-117.589,36.2688,"CDP",1450
99,99,92,85,99,0,0.07609,"Southwest","Bradley","CA","California","6053","Monterey County",1151,"california/bradley",0.086,-120.804,35.8628,"CDP",1451
97,97,90,83,123,0,0.07778,"Northwest","Nicasio","CA","California","6041","Marin County",74,"california/nicasio",1.305,-122.701,38.0606,"CDP",1452
95,95,99,104,133,160,-0.0404,"Northwest","Dutch Flat","CA","California","6061","Placer County",160,"california/dutch-flat",0.593,-120.834,39.208,"CDP",1453
95,95,103,111,169,207,-0.07767,"Northwest","Farmington","CA","California","6077","San Joaquin County",37,"california/farmington",2.542,-121.004,37.9299,"CDP",1454
94,94,94,95,161,101,0,"Northwest","Flournoy","CA","California","6103","Tehama County",16,"california/flournoy",5.855,-122.446,39.9283,"CDP",1455
93,93,87,80,105,0,0.06897,"West","Mt. Bullion","CA","California","6043","Mariposa County",152,"california/mt-bullion",0.61,-120.042,37.5086,"CDP",1456
93,93,96,98,57,126,-0.03125,"Northwest","Sereno Mar","CA","California","6097","Sonoma County",126,"california/sereno-mar",0.737,-123.073,38.3837,"CDP",1457
93,93,87,80,21,0,0.06897,"Northwest","Tennant","CA","California","6093","Siskiyou County",274,"california/tennant",0.339,-121.917,41.5789,"CDP",1458
92,92,86,79,0,0,0.06977,"Northwest","Dales","CA","California","6103","Tehama County",143,"california/dales",0.645,-122.054,40.318,"CDP",1459
92,92,86,79,47,0,0.06977,"Northwest","New Pine Creek","CA","California","6049","Modoc County",41,"california/new-pine-creek",2.266,-120.301,41.9873,"CDP",1460
92,92,86,79,42,0,0.06977,"Southeast","Pierpoint","CA","California","6107","Tulare County",225,"california/pierpoint",0.408,-118.63,36.1405,"CDP",1461
