"population","pop2024","pop2023","pop2022","pop2020","pop2010","growth","region","city","usps","state","countyFips","county","densityMi","slug","areaMi","lng","lat","type","rank"
2278,2278,2273,2267,1870,2200,0.0022,"Southeast","Wofford Heights","CA","California","6029","Kern County",356,"california/wofford-heights",6.401,-118.473,35.715,"CDP",870
2273,2273,2290,2301,2341,2421,-0.00742,"Northwest","Ross","CA","California","6041","Marin County",1459,"california/ross",1.558,-122.562,37.9638,"Town",871
2263,2263,2227,2191,2446,1759,0.01617,"Northwest","Hamilton City","CA","California","6021","Glenn County",5533,"california/hamilton-city",0.409,-122.011,39.7427,"CDP",872
2242,2242,2245,2248,2291,2283,-0.00134,"Northwest","Shingletown","CA","California","6089","Shasta County",91,"california/shingletown",24.545,-121.856,40.5061,"CDP",873
2233,2233,2276,2320,2544,2843,-0.01889,"West","La Selva Beach","CA","California","6053","Monterey County",422,"california/la-selva-beach",5.297,-121.844,36.9274,"CDP",874
2202,2202,2192,2182,2126,2063,0.00456,"Southeast","Piru","CA","California","6111","Ventura County",693,"california/piru",3.179,-118.805,34.4057,"CDP",875
2186,2186,2204,2222,2037,2436,-0.00817,"Northwest","Bertsch-Oceanview","CA","California","6015","Del Norte County",414,"california/bertsch-oceanview",5.274,-124.17,41.7517,"CDP",876
2175,2175,2185,2195,2011,2315,-0.00458,"South","Pine Mountain Club","CA","California","6029","Kern County",129,"california/pine-mountain-club",16.852,-119.169,34.8409,"CDP",877
2168,2168,2111,2055,1981,1380,0.027,"West","Santa Nella","CA","California","6047","Merced County",463,"california/santa-nella",4.683,-121.016,37.1012,"CDP",878
2160,2160,2214,2269,2072,2926,-0.02439,"Southeast","Vista Santa Rosa","CA","California","6065","Riverside County",134,"california/vista-santa-rosa",16.083,-116.209,33.6215,"CDP",879
2149,2149,2036,1924,2331,576,0.0555,"Southwest","Woodlands","CA","California","6079","San Luis Obispo County",1301,"california/woodlands",1.652,-120.552,35.0289,"CDP",880
2142,2142,2148,2154,2502,2226,-0.00279,"Northwest","Twain Harte","CA","California","6109","Tuolumne County",579,"california/twain-harte",3.699,-120.234,38.0369,"CDP",881
2137,2137,2114,2092,2939,1822,0.01088,"Southwest","Pine Canyon","CA","California","6053","Monterey County",641,"california/pine-canyon",3.336,-121.143,36.1721,"CDP",882
2135,2135,2124,2167,2091,2063,0.00518,"Northwest","Portola","CA","California","6063","Plumas County",395,"california/portola",5.407,-120.474,39.8208,"City",883
2132,2132,2118,2104,2354,1934,0.00661,"Northwest","Collierville","CA","California","6077","San Joaquin County",323,"california/collierville",6.595,-121.265,38.2128,"CDP",884
2132,2132,2149,2166,1872,2372,-0.00791,"Northwest","Mountain View","CA","California","6085","Santa Clara County",7429,"california/mountain-view-contra-costa-county",0.287,-122.117,38.0092,"CDP",885
2128,2128,2036,1945,1344,847,0.04519,"Northwest","Camanche Village","CA","California","6005","Amador County",391,"california/camanche-village",5.437,-120.987,38.2665,"CDP",886
2128,2128,2156,2184,2368,2522,-0.01299,"Northwest","Penngrove","CA","California","6097","Sonoma County",528,"california/penngrove",4.034,-122.671,38.3006,"CDP",887
2125,2125,2140,2154,2260,2326,-0.00701,"West","Corralitos","CA","California","6087","Santa Cruz County",239,"california/corralitos",8.906,-121.789,36.9842,"CDP",888
2111,2111,2106,2113,2090,1851,0.00237,"West","San Juan Bautista","CA","California","6069","San Benito County",2689,"california/san-juan-bautista",0.785,-121.537,36.8451,"City",889
2082,2082,2138,2195,2490,2876,-0.02619,"Northwest","Montalvin Manor","CA","California","6013","Contra Costa County",6486,"california/montalvin-manor",0.321,-122.33,37.9976,"CDP",890
2072,2072,1924,1776,1778,0,0.07692,"Southeast","Fairfax","CA","California","6041","Marin County",2176,"california/fairfax-kern-county",0.952,-118.934,35.3469,"CDP",891
2069,2069,2050,2050,1991,1948,0.00927,"Northwest","Colfax","CA","California","6061","Placer County",1472,"california/colfax",1.406,-120.953,39.0938,"City",892
2044,2044,2023,2002,2065,1750,0.01038,"Northwest","Camino","CA","California","6017","El Dorado County",795,"california/camino",2.571,-120.681,38.7423,"CDP",893
2040,2040,2057,2073,2394,2268,-0.00826,"West","Parkwood","CA","California","6039","Madera County",2939,"california/parkwood",0.694,-120.048,36.9293,"CDP",894
2026,2026,2050,2074,2194,2359,-0.01171,"Northwest","Clearlake Oaks","CA","California","6033","Lake County",1024,"california/clearlake-oaks",1.978,-122.657,39.0206,"CDP",895
2025,2025,1971,1918,2057,1277,0.0274,"Northwest","Byron","CA","California","6013","Contra Costa County",311,"california/byron",6.521,-121.642,37.8756,"CDP",896
2024,2024,2050,2080,2127,2073,-0.01268,"Northwest","Belvedere","CA","California","6041","Marin County",3900,"california/belvedere",0.519,-122.471,37.8736,"City",897
1992,1992,1849,1707,1407,0,0.07734,"Northwest","Sonoma State University","CA","California","6097","Sonoma County",4777,"california/sonoma-state-university",0.417,-122.673,38.3406,"CDP",898
1990,1990,2006,2022,1944,2213,-0.00798,"Northwest","Murphys","CA","California","6009","Calaveras County",367,"california/murphys",5.425,-120.444,38.1361,"CDP",899
1969,1969,1981,1993,2015,2137,-0.00606,"Northwest","Bethel Island","CA","California","6013","Contra Costa County",375,"california/bethel-island",5.251,-121.63,38.0281,"CDP",900
1969,1969,1981,1991,2015,2235,-0.00606,"Southeast","Westmorland","CA","California","6025","Imperial County",3233,"california/westmorland",0.609,-115.622,33.039,"City",901
1968,1968,1828,1687,1786,0,0.07659,"West","Baywood Park","CA","California","6081","San Mateo County",3598,"california/baywood-park",0.547,-122.342,37.5292,"CDP",902
1965,1965,1890,1815,1361,913,0.03968,"Northwest","Garberville","CA","California","6023","Humboldt County",733,"california/garberville",2.68,-123.794,40.1003,"CDP",903
1932,1932,1952,1972,2063,2215,-0.01025,"Northwest","Soulsbyville","CA","California","6109","Tuolumne County",642,"california/soulsbyville",3.01,-120.263,37.9913,"CDP",904
1916,1916,1925,1934,2038,2041,-0.00468,"Southeast","San Pasqual","CA","California","6037","Los Angeles County",7514,"california/san-pasqual",0.255,-118.103,34.1392,"CDP",905
1914,1914,1900,1885,1740,1710,0.00737,"West","Boronda","CA","California","6053","Monterey County",3334,"california/boronda",0.574,-121.675,36.6946,"CDP",906
1911,1911,1774,1638,1486,0,0.07723,"Southeast","Bakersfield Country Club","CA","California","6029","Kern County",2521,"california/bakersfield-country-club",0.758,-118.941,35.3899,"CDP",907
1909,1909,1921,1917,1955,1699,-0.00625,"Northwest","Biggs","CA","California","6007","Butte County",2133,"california/biggs",0.895,-121.713,39.4102,"City",908
1859,1859,1904,1950,2245,2497,-0.02363,"South","Caruthers","CA","California","6019","Fresno County",919,"california/caruthers",2.023,-119.845,36.5399,"CDP",909
1855,1855,1850,1845,2043,1784,0.0027,"Northwest","Linden","CA","California","6077","San Joaquin County",250,"california/linden",7.409,-121.102,38.0181,"CDP",910
1854,1854,1796,1737,1213,1035,0.03229,"North","Yosemite Valley","CA","California","6043","Mariposa County",901,"california/yosemite-valley",2.058,-119.578,37.7425,"CDP",911
1848,1848,1897,1946,2271,2535,-0.02583,"Southeast","Cabazon","CA","California","6065","Riverside County",378,"california/cabazon",4.894,-116.783,33.9127,"CDP",912
1845,1845,1838,1830,1836,1740,0.00381,"South","Woodville","CA","California","6107","Tulare County",1849,"california/woodville",0.998,-119.201,36.0927,"CDP",913
1838,1838,1867,1896,2270,2246,-0.01553,"Central","Ahwahnee","CA","California","6039","Madera County",159,"california/ahwahnee",11.543,-119.717,37.3654,"CDP",914
1830,1830,1830,1830,2211,1832,0,"Southeast","Rainbow","CA","California","6065","Riverside County",166,"california/rainbow",11.055,-117.139,33.4099,"CDP",915
1826,1826,1872,1918,1840,2470,-0.02457,"South","Poplar-Cotton Center","CA","California","6107","Tulare County",769,"california/poplar-cotton-center",2.375,-119.15,36.0577,"CDP",916
1823,1823,1800,1778,1611,1510,0.01278,"Southeast","Pine Valley","CA","California","6073","San Diego County",254,"california/pine-valley",7.164,-116.511,32.8415,"CDP",917
1819,1819,1783,1748,725,1323,0.02019,"Northwest","Middletown","CA","California","6033","Lake County",986,"california/middletown",1.844,-122.622,38.7519,"CDP",918
1793,1793,1772,1752,1429,1506,0.01185,"Northwest","Allendale","CA","California","6095","Solano County",292,"california/allendale",6.136,-121.983,38.443,"CDP",919
1783,1783,1871,1959,2101,3014,-0.04703,"Southeast","Anza","CA","California","6065","Riverside County",65,"california/anza",27.595,-116.696,33.5616,"CDP",920
1773,1773,1647,1520,1155,0,0.0765,"Northwest","Orange Blossom","CA","California","6077","San Joaquin County",464,"california/orange-blossom",3.819,-120.687,37.8147,"CDP",921
1771,1771,1778,1785,1534,1869,-0.00394,"South","London","CA","California","6019","Fresno County",2168,"california/london",0.817,-119.445,36.4805,"CDP",922
1770,1770,1728,1686,1551,1184,0.02431,"Northwest","Forest Ranch","CA","California","6007","Butte County",127,"california/forest-ranch",13.934,-121.67,39.8952,"CDP",923
1765,1765,1765,1764,1632,1756,0,"Southeast","Elizabeth Lake","CA","California","6037","Los Angeles County",285,"california/elizabeth-lake",6.203,-118.38,34.6565,"CDP",924
1759,1759,1757,1756,1847,1739,0.00114,"Southeast","Seeley","CA","California","6025","Imperial County",1251,"california/seeley",1.406,-115.685,32.7905,"CDP",925
1747,1747,1716,1684,1738,1306,0.01807,"Northwest","Black Point-Green Point","CA","California","6041","Marin County",639,"california/black-point-green-point",2.734,-122.519,38.1106,"CDP",926
1743,1743,1809,1876,1445,2676,-0.03648,"Southeast","Warm Springs","CA","California","6059","Orange County",1244,"california/warm-springs",1.401,-117.334,33.7067,"CDP",927
1736,1736,1693,1650,1267,1132,0.0254,"Northwest","Cedar Ridge","CA","California","6057","Nevada County",222,"california/cedar-ridge",7.808,-120.274,38.0657,"CDP",928
1735,1735,1741,1747,1874,1819,-0.00345,"Northwest","Lagunitas-Forest Knolls","CA","California","6041","Marin County",409,"california/lagunitas-forest-knolls",4.246,-122.691,38.018,"CDP",929
1735,1735,1714,1693,1915,1441,0.01225,"Northwest","Temelec","CA","California","6055","Napa County",1093,"california/temelec",1.588,-122.498,38.2578,"CDP",930
1728,1728,1678,1628,1739,1029,0.0298,"South","Saticoy","CA","California","6111","Ventura County",4620,"california/saticoy",0.374,-119.143,34.2825,"CDP",931
1723,1723,1707,1692,1918,1508,0.00937,"South","Toro Canyon","CA","California","6083","Santa Barbara County",184,"california/toro-canyon",9.387,-119.561,34.423,"CDP",932
1721,1721,1745,1768,1991,2049,-0.01375,"Southeast","Bell Canyon","CA","California","6037","Los Angeles County",473,"california/bell-canyon",3.639,-118.688,34.2081,"CDP",933
1716,1716,2003,2291,2606,5742,-0.14329,"Northwest","South Oroville","CA","California","6007","Butte County",651,"california/south-oroville",2.635,-121.544,39.4766,"CDP",934
1712,1712,1714,1716,1647,1739,-0.00117,"Southeast","Searles Valley","CA","California","6071","San Bernardino County",163,"california/searles-valley",10.497,-117.397,35.77,"CDP",935
1700,1700,1646,1593,1582,952,0.03281,"West","Grayson","CA","California","6099","Stanislaus County",9239,"california/grayson",0.184,-121.18,37.5646,"CDP",936
1682,1682,1681,1679,1597,1659,0.00059,"West","Le Grand","CA","California","6047","Merced County",1475,"california/le-grand",1.14,-120.254,37.2288,"CDP",937
1670,1670,1550,1431,1404,0,0.07742,"South","Casa Loma","CA","California","6029","Kern County",4293,"california/casa-loma",0.389,-118.999,35.3432,"CDP",938
1666,1666,1685,1704,1740,1851,-0.01128,"Southeast","Hidden Hills","CA","California","6037","Los Angeles County",987,"california/hidden-hills",1.688,-118.661,34.1637,"City",939
1665,1665,1668,1671,1743,1707,-0.0018,"Northwest","Graton","CA","California","6097","Sonoma County",1054,"california/graton",1.579,-122.866,38.4375,"CDP",940
1663,1663,1750,1837,2098,2882,-0.04971,"South","Richgrove","CA","California","6107","Tulare County",3679,"california/richgrove",0.452,-119.107,35.7966,"CDP",941
1659,1659,1652,1646,1100,1568,0.00424,"Northwest","Knightsen","CA","California","6013","Contra Costa County",199,"california/knightsen",8.357,-121.649,37.9624,"CDP",942
1644,1644,1699,1754,1742,2412,-0.03237,"South","Lost Hills","CA","California","6029","Kern County",296,"california/lost-hills",5.552,-119.678,35.6327,"CDP",943
1640,1640,1693,1746,1397,2381,-0.03131,"West","Aptos Hills-Larkin Valley","CA","California","6087","Santa Cruz County",177,"california/aptos-hills-larkin-valley",9.26,-121.835,36.9635,"CDP",944
1639,1639,1522,1405,969,0,0.07687,"South","Lakeside","CA","California","6073","San Diego County",908,"california/lakeside-kern-county",1.805,-119.083,35.2347,"CDP",945
1632,1632,1624,1617,1697,1527,0.00493,"Southeast","Lake Sherwood","CA","California","6037","Los Angeles County",520,"california/lake-sherwood",3.137,-118.885,34.1318,"CDP",946
1627,1627,1636,1645,2003,1752,-0.0055,"South","Patterson Tract","CA","California","6107","Tulare County",1125,"california/patterson-tract",1.446,-119.296,36.3795,"CDP",947
1622,1622,1642,1680,1702,1639,-0.01218,"Northwest","Dunsmuir","CA","California","6093","Siskiyou County",1011,"california/dunsmuir",1.604,-122.271,41.2315,"City",948
1614,1614,1644,1667,1734,1862,-0.01825,"Southeast","Rolling Hills","CA","California","6037","Los Angeles County",540,"california/rolling-hills-los-angeles-county",2.99,-118.347,33.76,"City",949
1605,1605,1614,1623,1812,1729,-0.00558,"Northwest","Redwood Valley","CA","California","6045","Mendocino County",584,"california/redwood-valley",2.746,-123.203,39.2685,"CDP",950
1594,1594,1597,1599,1455,1627,-0.00188,"Southwest","Avila Beach","CA","California","6079","San Luis Obispo County",262,"california/avila-beach",6.085,-120.721,35.1994,"CDP",951
1587,1587,1579,1571,1675,1477,0.00507,"Southwest","Los Ranchos","CA","California","6079","San Luis Obispo County",549,"california/los-ranchos",2.889,-120.628,35.2127,"CDP",952
1586,1586,1612,1638,1509,1949,-0.01613,"South","Taft Heights","CA","California","6029","Kern County",5358,"california/taft-heights",0.296,-119.471,35.1338,"CDP",953
1584,1584,1617,1649,1924,2037,-0.02041,"Northwest","Los Molinos","CA","California","6103","Tehama County",729,"california/los-molinos",2.174,-122.098,40.0271,"CDP",954
1580,1580,1583,1586,1583,1625,-0.0019,"Northwest","Green Valley","CA","California","6095","Solano County",189,"california/green-valley-solano-county",8.37,-122.162,38.2638,"CDP",955
1577,1577,1560,1543,1844,1337,0.0109,"West","Parklawn","CA","California","6099","Stanislaus County",11857,"california/parklawn",0.133,-120.98,37.6071,"CDP",956
1563,1563,1566,1569,1672,1607,-0.00192,"Southeast","Leona Valley","CA","California","6037","Los Angeles County",84,"california/leona-valley",18.593,-118.301,34.6081,"CDP",957
1555,1555,1681,1806,2389,3310,-0.07496,"South","Terra Bella","CA","California","6107","Tulare County",710,"california/terra-bella",2.189,-119.039,35.96,"CDP",958
1547,1547,1524,1501,1360,1224,0.01509,"Northwest","Newcastle","CA","California","6061","Placer County",647,"california/newcastle",2.392,-121.132,38.8667,"CDP",959
1536,1536,1701,1866,2099,3843,-0.097,"Northwest","Arnold","CA","California","6009","Calaveras County",177,"california/arnold",8.678,-120.349,38.2491,"CDP",960
1536,1536,1550,1564,1590,1627,-0.00903,"Southwest","Del Rey Oaks","CA","California","6053","Monterey County",1457,"california/del-rey-oaks",1.054,-121.83,36.5897,"City",961
1532,1532,1534,1536,1576,1557,-0.0013,"Northwest","Sunnyside-Tahoe City","CA","California","6061","Placer County",440,"california/sunnyside-tahoe-city",3.481,-120.171,39.1483,"CDP",962
1531,1531,1547,1563,1373,1756,-0.01034,"East","Big Pine","CA","California","6027","Inyo County",519,"california/big-pine",2.949,-118.296,37.1655,"CDP",963
1531,1531,1520,1509,948,1377,0.00724,"Southeast","Littlerock","CA","California","6037","Los Angeles County",831,"california/littlerock",1.843,-117.982,34.5251,"CDP",964
1524,1524,1505,1485,1324,1249,0.01262,"Northwest","Forest Meadows","CA","California","6009","Calaveras County",386,"california/forest-meadows",3.952,-120.398,38.1718,"CDP",965
1511,1511,1403,1295,1405,0,0.07698,"Northwest","Fort Dick","CA","California","6015","Del Norte County",470,"california/fort-dick",3.217,-124.167,41.8695,"CDP",966
1504,1504,1463,1422,1229,928,0.02802,"West","La Honda","CA","California","6081","San Mateo County",353,"california/la-honda",4.256,-122.258,37.3177,"CDP",967
1496,1496,1483,1469,1497,1304,0.00877,"Northwest","Inverness","CA","California","6041","Marin County",234,"california/inverness",6.4,-122.855,38.0828,"CDP",968
